資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20200807,5277,10,20,2633157,3.86
20200807,5277,11,6,1817659,2.67
20200807,5277,12,2,921459,1.35
20200807,5277,13,2,1460240,2.14
20200807,5277,14,2,1789157,2.62
20200807,5277,15,12,49488059,72.71
20200807,5277,16,0,0,0.00
20200807,5277,17,1234,68062000,100.00
20200807,5278,1,292,30085,0.19
20200807,5278,2,1005,1775879,11.64
20200807,5278,3,109,808344,5.30
20200807,5278,4,35,440466,2.88
20200807,5278,5,12,214800,1.40
20200807,5278,6,17,409282,2.68
20200807,5278,7,18,643144,4.21
20200807,5278,8,7,318910,2.09
20200807,5278,9,16,1043005,6.84
20200807,5278,10,9,1144193,7.50
20200807,5278,11,6,1548608,10.15
20200807,5278,12,3,1547851,10.15
20200807,5278,13,2,1448001,9.49
20200807,5278,14,1,996082,6.53
20200807,5278,15,1,2878700,18.88
20200807,5278,16,0,0,0.00
20200807,5278,17,1533,15247350,100.00
20200807,5279,1,5,107,0.00
20200807,5279,2,6,11000,0.03
20200807,5279,3,1,6000,0.01
20200807,5279,4,0,0,0.00
20200807,5279,5,0,0,0.00
20200807,5279,6,0,0,0.00
20200807,5279,7,0,0,0.00
20200807,5279,8,0,0,0.00
20200807,5279,9,0,0,0.00
20200807,5279,10,3,600000,1.93
20200807,5279,11,3,1076200,3.47
20200807,5279,12,0,0,0.00
20200807,5279,13,0,0,0.00
20200807,5279,14,1,827000,2.66
20200807,5279,15,2,28479693,91.86
20200807,5279,16,0,0,0.00
20200807,5279,17,21,31000000,100.00
20200807,5281,1,95,6763,0.01
20200807,5281,2,1149,2297727,6.20
20200807,5281,3,155,1225000,3.30
20200807,5281,4,62,809010,2.18
20200807,5281,5,35,641000,1.73
20200807,5281,6,31,837000,2.26
20200807,5281,7,17,601100,1.62
20200807,5281,8,10,477000,1.28
20200807,5281,9,28,1964000,5.30
20200807,5281,10,12,1674000,4.52
20200807,5281,11,11,2944000,7.95
20200807,5281,12,1,478000,1.29
20200807,5281,13,0,0,0.00
20200807,5281,14,2,1686500,4.55
20200807,5281,15,6,21368900,57.73
20200807,5281,16,0,0,0.00
20200807,5281,17,1614,37010000,100.00
20200807,5282,1,216,585,0.00
20200807,5282,2,18,39000,0.14
20200807,5282,3,13,128000,0.47
20200807,5282,4,3,43000,0.15
20200807,5282,5,5,98000,0.36
20200807,5282,6,3,78504,0.29
20200807,5282,7,3,110000,0.40
20200807,5282,8,5,245000,0.90
20200807,5282,9,8,698749,2.58
20200807,5282,10,6,1176040,4.35
20200807,5282,11,7,1732382,6.41
20200807,5282,12,1,450000,1.66
20200807,5282,13,6,4368873,16.18
20200807,5282,14,2,1826024,6.76
20200807,5282,15,2,16005843,59.28
20200807,5282,16,0,0,0.00
20200807,5282,17,298,27000000,100.00
20200807,5283,1,408,65122,0.08
20200807,5283,2,2840,4925964,6.48
20200807,5283,3,245,1912083,2.51
20200807,5283,4,54,698815,0.91
20200807,5283,5,51,947000,1.24
20200807,5283,6,47,1183642,1.55
20200807,5283,7,11,384850,0.50
20200807,5283,8,15,685347,0.90
20200807,5283,9,27,2134801,2.80
20200807,5283,10,5,707000,0.93
20200807,5283,11,2,538000,0.70
20200807,5283,12,3,1425848,1.87
20200807,5283,13,3,2017815,2.65
20200807,5283,14,3,2903025,3.81
20200807,5283,15,18,55471113,72.98
20200807,5283,16,0,0,0.00
20200807,5283,17,3732,76000425,100.00
20200807,5284,1,245,31297,0.07
20200807,5284,2,1102,2202806,5.04
20200807,5284,3,186,1396587,3.19
20200807,5284,4,83,1059397,2.42
20200807,5284,5,56,1006479,2.30
20200807,5284,6,52,1300120,2.97
20200807,5284,7,28,941602,2.15
20200807,5284,8,26,1186159,2.71
20200807,5284,9,39,2648883,6.06
20200807,5284,10,18,2629005,6.02
20200807,5284,11,4,1197517,2.74
20200807,5284,12,3,1384883,3.17
20200807,5284,13,1,636000,1.45
20200807,5284,14,0,0,0.00
20200807,5284,15,7,26043873,59.64
20200807,5284,16,0,0,0.00
20200807,5284,17,1850,43664608,100.00
20200807,5285,1,256,35412,0.03
20200807,5285,2,3018,6232376,6.62
20200807,5285,3,436,3480105,3.69
20200807,5285,4,154,1964765,2.08
20200807,5285,5,83,1556161,1.65
20200807,5285,6,71,1778462,1.89
20200807,5285,7,41,1482528,1.57
20200807,5285,8,35,1560515,1.65
20200807,5285,9,52,3635168,3.86
20200807,5285,10,23,3461196,3.67
20200807,5285,11,18,5138405,5.46
20200807,5285,12,4,1933200,2.05
20200807,5285,13,6,4267400,4.53
20200807,5285,14,3,2793500,2.96
20200807,5285,15,17,54770066,58.21
20200807,5285,16,0,0,0.00
20200807,5285,17,4217,94089259,100.00
20200807,5286,1,617,11003,0.07
20200807,5286,2,225,485400,3.12
20200807,5286,3,30,228000,1.46
20200807,5286,4,9,110500,0.71
20200807,5286,5,5,93500,0.60
20200807,5286,6,4,102000,0.65
20200807,5286,7,2,66000,0.42
20200807,5286,8,7,336000,2.16
20200807,5286,9,20,1773000,11.42
20200807,5286,10,3,412750,2.65
20200807,5286,11,3,772461,4.97
20200807,5286,12,1,480117,3.09
20200807,5286,13,0,0,0.00
20200807,5286,14,1,999369,6.43
20200807,5286,15,3,9651150,62.18
20200807,5286,16,0,0,0.00
20200807,5286,17,930,15521250,100.00
20200807,5287,1,613,81863,0.19
20200807,5287,2,1238,2018838,4.74
20200807,5287,3,93,680660,1.59
20200807,5287,4,24,293624,0.68
20200807,5287,5,19,336731,0.79
20200807,5287,6,13,314509,0.73
20200807,5287,7,7,243666,0.57
20200807,5287,8,6,277410,0.65
20200807,5287,9,17,1191610,2.79
20200807,5287,10,6,915146,2.14
20200807,5287,11,12,3889717,9.13
20200807,5287,12,2,1042940,2.44
20200807,5287,13,4,2826435,6.63
20200807,5287,14,1,987529,2.31
20200807,5287,15,14,27474822,64.53
20200807,5287,16,0,0,0.00
20200807,5287,17,2069,42575500,100.00
20200807,5288,1,177,12652,0.01
20200807,5288,2,1837,3510534,5.33
20200807,5288,3,204,1606635,2.44
20200807,5288,4,93,1192425,1.81
20200807,5288,5,53,953164,1.44
20200807,5288,6,60,1537839,2.33
20200807,5288,7,21,746240,1.13
20200807,5288,8,17,797200,1.21
20200807,5288,9,42,2960367,4.49
20200807,5288,10,20,2901821,4.40
20200807,5288,11,6,1637000,2.48
20200807,5288,12,2,829000,1.25
20200807,5288,13,2,1463000,2.22
20200807,5288,14,0,0,0.00
20200807,5288,15,4,45678276,69.39
20200807,5288,16,0,0,0.00
20200807,5288,17,2538,65826153,100.00
20200807,5289,1,9164,555702,0.69
20200807,5289,2,4236,7662951,9.61
20200807,5289,3,498,3634334,4.55
20200807,5289,4,180,2193171,2.75
20200807,5289,5,100,1805075,2.26
20200807,5289,6,109,2644859,3.31
20200807,5289,7,45,1556171,1.95
20200807,5289,8,52,2375826,2.97
20200807,5289,9,68,4586345,5.75
20200807,5289,10,43,6380188,8.00
20200807,5289,11,25,7039325,8.82
20200807,5289,12,5,2211503,2.77
20200807,5289,13,6,4110087,5.15
20200807,5289,14,2,1650913,2.07
20200807,5289,15,14,31323001,39.28
20200807,5289,16,0,0,0.00
20200807,5289,17,14547,79729451,100.00
20200807,5291,1,236,45287,0.11
20200807,5291,2,1622,3396068,8.74
20200807,5291,3,225,1768163,4.55
20200807,5291,4,92,1170243,3.01
20200807,5291,5,51,952982,2.45
20200807,5291,6,39,1004871,2.58
20200807,5291,7,35,1240970,3.19
20200807,5291,8,17,805635,2.07
20200807,5291,9,34,2443644,6.29
20200807,5291,10,20,2595893,6.68
20200807,5291,11,15,4235334,10.90
20200807,5291,12,9,4343261,11.18
20200807,5291,13,3,2032661,5.23
20200807,5291,14,4,3468283,8.93
20200807,5291,15,5,9321622,24.00
20200807,5291,16,0,0,0.00
20200807,5291,17,2407,38824917,100.00
20200807,5292,1,17,419,0.00
20200807,5292,2,74,187737,0.70
20200807,5292,3,23,201000,0.75
20200807,5292,4,11,140646,0.52
20200807,5292,5,7,125576,0.46
20200807,5292,6,0,0,0.00
20200807,5292,7,2,70412,0.26
20200807,5292,8,1,47000,0.17
20200807,5292,9,7,587101,2.19
20200807,5292,10,10,1352278,5.04
20200807,5292,11,0,0,0.00
20200807,5292,12,1,416739,1.55
20200807,5292,13,2,1470029,5.48
20200807,5292,14,1,875735,3.26
20200807,5292,15,2,21325328,79.57
20200807,5292,16,0,0,0.00
20200807,5292,17,158,26800000,100.00
20200807,5294,1,30,3897,0.01
20200807,5294,2,30,66170,0.27
20200807,5294,3,15,113711,0.47
20200807,5294,4,6,76820,0.32
20200807,5294,5,1,16199,0.06
20200807,5294,6,6,161171,0.67
20200807,5294,7,1,39149,0.16
20200807,5294,8,1,43849,0.18
20200807,5294,9,0,0,0.00
20200807,5294,10,0,0,0.00
20200807,5294,11,1,257549,1.08
20200807,5294,12,0,0,0.00
20200807,5294,13,1,678548,2.85
20200807,5294,14,0,0,0.00
20200807,5294,15,9,22313022,93.87
20200807,5294,16,0,0,0.00
20200807,5294,17,101,23770085,100.00
20200807,5295,1,32,8051,0.02
20200807,5295,2,36,90640,0.31
20200807,5295,3,14,101980,0.34
20200807,5295,4,7,85720,0.29
20200807,5295,5,4,76000,0.26
20200807,5295,6,11,278618,0.95
20200807,5295,7,2,75000,0.25
20200807,5295,8,6,289800,0.99
20200807,5295,9,7,597400,2.05
20200807,5295,10,3,359200,1.23
20200807,5295,11,6,1455952,4.99
20200807,5295,12,5,2436569,8.36
20200807,5295,13,2,1341944,4.60
20200807,5295,14,0,0,0.00
20200807,5295,15,8,21943126,75.30
20200807,5295,16,0,0,0.00
20200807,5295,17,143,29140000,100.00
20200807,5296,1,21,3910,0.01
20200807,5296,2,183,510816,2.32
20200807,5296,3,77,681165,3.09
20200807,5296,4,32,424260,1.93
20200807,5296,5,21,408768,1.86
20200807,5296,6,45,1155049,5.25
20200807,5296,7,14,498844,2.26
20200807,5296,8,20,947567,4.31
20200807,5296,9,32,2520793,11.47
20200807,5296,10,25,3791939,17.25
20200807,5296,11,12,3272803,14.89
20200807,5296,12,2,925719,4.21
20200807,5296,13,0,0,0.00
20200807,5296,14,1,950220,4.32
20200807,5296,15,4,5884528,26.77
20200807,5296,16,0,0,0.00
20200807,5296,17,489,21976381,100.00
20200807,5297,1,49,16688,0.07
20200807,5297,2,387,944082,4.01
20200807,5297,3,113,882468,3.75
20200807,5297,4,39,502138,2.13
20200807,5297,5,33,594380,2.52
20200807,5297,6,24,609364,2.59
20200807,5297,7,14,488040,2.07
20200807,5297,8,12,534887,2.27
20200807,5297,9,15,1078688,4.58
20200807,5297,10,13,1948198,8.28
20200807,5297,11,9,2476873,10.53
20200807,5297,12,4,1747170,7.43
20200807,5297,13,2,1537558,6.54
20200807,5297,14,2,1870169,7.95
20200807,5297,15,5,8276297,35.20
20200807,5297,16,0,0,0.00
20200807,5297,17,721,23507000,100.00
20200807,5299,1,2500,31843,0.09
20200807,5299,2,5803,9871864,28.02
20200807,5299,3,374,2982865,8.46
20200807,5299,4,101,1310416,3.71
20200807,5299,5,54,1030000,2.92
20200807,5299,6,34,854080,2.42
20200807,5299,7,20,727090,2.06
20200807,5299,8,12,561000,1.59
20200807,5299,9,25,1688789,4.79
20200807,5299,10,12,1642000,4.66
20200807,5299,11,4,1283008,3.64
20200807,5299,12,2,934854,2.65
20200807,5299,13,3,2286022,6.48
20200807,5299,14,0,0,0.00
20200807,5299,15,6,10025150,28.45
20200807,5299,16,0,0,0.00
20200807,5299,17,8950,35228981,100.00
20200807,5301,1,6542,379507,0.26
20200807,5301,2,918,1973891,1.38
20200807,5301,3,157,1278400,0.89
20200807,5301,4,83,1054913,0.73
20200807,5301,5,52,959288,0.67
20200807,5301,6,60,1529999,1.07
20200807,5301,7,33,1132565,0.79
20200807,5301,8,25,1150147,0.80
20200807,5301,9,34,2468516,1.72
20200807,5301,10,20,2750944,1.92
20200807,5301,11,13,3985531,2.78
20200807,5301,12,6,3109678,2.17
20200807,5301,13,3,2183884,1.52
20200807,5301,14,6,5556947,3.88
20200807,5301,15,14,113460790,79.35
20200807,5301,16,0,0,0.00
20200807,5301,17,7966,142975000,100.00
20200807,5302,1,3816,902691,0.55
20200807,5302,2,4172,9472248,5.83
20200807,5302,3,969,8024531,4.94
20200807,5302,4,293,3826361,2.35
20200807,5302,5,250,4739317,2.91
20200807,5302,6,211,5351605,3.29
20200807,5302,7,106,3856069,2.37
20200807,5302,8,73,3427560,2.11
20200807,5302,9,170,12508712,7.70
20200807,5302,10,74,10676579,6.57
20200807,5302,11,29,8024351,4.94
20200807,5302,12,9,4454672,2.74
20200807,5302,13,5,3343224,2.05
20200807,5302,14,4,3676000,2.26
20200807,5302,15,13,80093080,49.32
20200807,5302,16,0,0,0.00
20200807,5302,17,10194,162377000,100.00
20200807,5304,1,27489,6305969,1.92
20200807,5304,2,5143,10625044,3.24
20200807,5304,3,706,5282141,1.61
20200807,5304,4,254,3238786,0.99
20200807,5304,5,141,2540577,0.77
20200807,5304,6,137,3491196,1.06
20200807,5304,7,63,2204655,0.67
20200807,5304,8,37,1724828,0.52
20200807,5304,9,94,6532162,1.99
20200807,5304,10,53,7471786,2.28
20200807,5304,11,29,8119314,2.48
20200807,5304,12,9,4283285,1.31
20200807,5304,13,5,3789999,1.15
20200807,5304,14,7,6315095,1.93
20200807,5304,15,18,255037599,78.00
20200807,5304,16,0,0,0.00
20200807,5304,17,34185,326962436,100.00
20200807,5305,1,8495,2177174,0.69
20200807,5305,2,5177,10636330,3.40
20200807,5305,3,785,6023774,1.92
20200807,5305,4,276,3526137,1.12
20200807,5305,5,173,3124166,0.99
20200807,5305,6,135,3363334,1.07
20200807,5305,7,77,2752988,0.88
20200807,5305,8,50,2304112,0.73
20200807,5305,9,102,7453257,2.38
20200807,5305,10,69,9730996,3.11
20200807,5305,11,57,15540473,4.97
20200807,5305,12,18,9017274,2.88
20200807,5305,13,5,3358445,1.07
20200807,5305,14,14,12764886,4.08
20200807,5305,15,35,220683342,70.62
20200807,5305,16,0,0,0.00
20200807,5305,17,15468,312456688,100.00
20200807,5306,1,4976,906712,0.71
20200807,5306,2,2891,4832924,3.83
20200807,5306,3,216,1639865,1.30
20200807,5306,4,74,925944,0.73
20200807,5306,5,52,927680,0.73
20200807,5306,6,39,1012489,0.80
20200807,5306,7,28,995466,0.79
20200807,5306,8,18,807751,0.64
20200807,5306,9,44,3037040,2.41
20200807,5306,10,36,4972285,3.94
20200807,5306,11,21,5957482,4.72
20200807,5306,12,5,2369484,1.88
20200807,5306,13,7,4628426,3.67
20200807,5306,14,2,1892120,1.50
20200807,5306,15,14,91095332,72.29
20200807,5306,16,1,1000,0.00
20200807,5306,17,8423,126000000,100.00
20200807,5307,1,12051,4108794,0.96
20200807,5307,2,14910,35107684,8.21
20200807,5307,3,4110,30812085,7.20
20200807,5307,4,1585,19534680,4.56
20200807,5307,5,931,17091370,3.99
20200807,5307,6,846,21133258,4.94
20200807,5307,7,396,14050211,3.28
20200807,5307,8,292,13670051,3.19
20200807,5307,9,531,38909981,9.09
20200807,5307,10,227,31893663,7.45
20200807,5307,11,115,30921131,7.23
20200807,5307,12,37,18260632,4.27
20200807,5307,13,15,10517289,2.45
20200807,5307,14,10,8910583,2.08
20200807,5307,15,33,132698097,31.03
20200807,5307,16,0,0,0.00
20200807,5307,17,36089,427619509,100.00
20200807,5309,1,11654,1906020,1.25
20200807,5309,2,8657,18485701,12.16
20200807,5309,3,1503,11871889,7.81
20200807,5309,4,456,5959898,3.92
20200807,5309,5,321,5984558,3.93
20200807,5309,6,281,7180534,4.72
20200807,5309,7,126,4562202,3.00
20200807,5309,8,89,4159411,2.73
20200807,5309,9,159,11373353,7.48
20200807,5309,10,65,9523541,6.26
20200807,5309,11,37,10678851,7.02
20200807,5309,12,13,6347221,4.17
20200807,5309,13,2,1504000,0.98
20200807,5309,14,3,2826000,1.85
20200807,5309,15,13,49631530,32.65
20200807,5309,16,0,0,0.00
20200807,5309,17,23379,151994709,100.00
20200807,5310,1,3804,677654,1.36
20200807,5310,2,1040,2236388,4.50
20200807,5310,3,192,1548645,3.12
20200807,5310,4,51,673030,1.35
20200807,5310,5,44,815570,1.64
20200807,5310,6,51,1367609,2.75
20200807,5310,7,25,930604,1.87
20200807,5310,8,14,643827,1.29
20200807,5310,9,31,2307198,4.65
20200807,5310,10,23,3360400,6.77
20200807,5310,11,13,3522600,7.10
20200807,5310,12,9,4439391,8.95
20200807,5310,13,4,2770001,5.58
20200807,5310,14,2,1987895,4.00
20200807,5310,15,9,22320425,44.99
20200807,5310,16,0,0,0.00
20200807,5310,17,5312,49601237,100.00
20200807,5312,1,1557,268774,0.44
20200807,5312,2,2215,4210132,7.00
20200807,5312,3,255,1978774,3.29
20200807,5312,4,70,907684,1.51
20200807,5312,5,38,703068,1.17
20200807,5312,6,41,1019897,1.69
20200807,5312,7,19,663316,1.10
20200807,5312,8,13,605712,1.00
20200807,5312,9,22,1524249,2.53
20200807,5312,10,29,4357178,7.25
20200807,5312,11,9,2464670,4.10
20200807,5312,12,1,590440,0.98
20200807,5312,13,1,751383,1.25
20200807,5312,14,1,874115,1.45
20200807,5312,15,13,39140506,65.16
20200807,5312,16,0,0,0.00
20200807,5312,17,4284,60059898,100.00
20200807,5314,1,17965,1691169,2.81
20200807,5314,2,2209,4525018,7.54
20200807,5314,3,413,2916582,4.86
20200807,5314,4,127,1547015,2.57
20200807,5314,5,81,1466340,2.44
20200807,5314,6,76,1938686,3.23
20200807,5314,7,22,763838,1.27
20200807,5314,8,22,1003811,1.67
20200807,5314,9,50,3621775,6.03
20200807,5314,10,30,4412690,7.35
20200807,5314,11,8,2065169,3.44
20200807,5314,12,5,2359934,3.93
20200807,5314,13,2,1414000,2.35
20200807,5314,14,1,896448,1.49
20200807,5314,15,8,29377525,48.96
20200807,5314,16,0,0,0.00
20200807,5314,17,21019,60000000,100.00
20200807,5315,1,17505,1651580,1.55
20200807,5315,2,5877,13465028,12.66
20200807,5315,3,1207,9804306,9.21
20200807,5315,4,374,4835079,4.54
20200807,5315,5,243,4537974,4.26
20200807,5315,6,240,6178834,5.80
20200807,5315,7,103,3753845,3.52
20200807,5315,8,79,3635647,3.41
20200807,5315,9,141,9963769,9.36
20200807,5315,10,60,8564458,8.05
20200807,5315,11,26,6865843,6.45
20200807,5315,12,13,6103566,5.73
20200807,5315,13,6,4027000,3.78
20200807,5315,14,2,1832000,1.72
20200807,5315,15,8,21132903,19.87
20200807,5315,16,0,0,0.00
20200807,5315,17,25884,106351832,100.00
20200807,5321,1,5840,403179,1.15
20200807,5321,2,1153,2215305,6.33
20200807,5321,3,145,1179941,3.37
20200807,5321,4,46,598319,1.71
20200807,5321,5,43,806007,2.30
20200807,5321,6,39,1001238,2.86
20200807,5321,7,24,870730,2.48
20200807,5321,8,11,501277,1.43
20200807,5321,9,29,2117492,6.05
20200807,5321,10,16,2305791,6.59
20200807,5321,11,3,830259,2.37
20200807,5321,12,7,3240921,9.26
20200807,5321,13,0,0,0.00
20200807,5321,14,0,0,0.00
20200807,5321,15,4,18902736,54.04
20200807,5321,16,0,0,0.00
20200807,5321,17,7360,34973195,100.00
20200807,5324,1,19748,1004456,0.73
20200807,5324,2,2685,6197653,4.54
20200807,5324,3,458,3686987,2.70
20200807,5324,4,187,2418071,1.77
20200807,5324,5,119,2223436,1.63
20200807,5324,6,108,2750718,2.01
20200807,5324,7,60,2138288,1.56
20200807,5324,8,44,2071752,1.51
20200807,5324,9,84,5663157,4.15
20200807,5324,10,55,7869505,5.77
20200807,5324,11,29,8114440,5.94
20200807,5324,12,7,3456874,2.53
20200807,5324,13,5,3562462,2.61
20200807,5324,14,3,2880000,2.11
20200807,5324,15,17,82341291,60.37
20200807,5324,16,0,0,0.00
20200807,5324,17,23609,136379090,100.00
20200807,5325,1,13963,4356881,7.56
20200807,5325,2,5861,12373191,21.48
20200807,5325,3,786,5454017,9.47
20200807,5325,4,290,3404805,5.91
20200807,5325,5,118,2017934,3.50
20200807,5325,6,143,3364495,5.84
20200807,5325,7,54,1834482,3.18
20200807,5325,8,34,1500991,2.60
20200807,5325,9,39,2500187,4.34
20200807,5325,10,9,1242614,2.15
20200807,5325,11,3,956524,1.66
20200807,5325,12,2,900217,1.56
20200807,5325,13,1,750755,1.30
20200807,5325,14,2,1649432,2.86
20200807,5325,15,3,15274171,26.52
20200807,5325,16,0,0,0.00
20200807,5325,17,21308,57580696,100.00
20200807,5328,1,19433,1247072,0.72
20200807,5328,2,7787,18399659,10.65
20200807,5328,3,1886,15386330,8.90
20200807,5328,4,460,5928593,3.43
20200807,5328,5,496,9280748,5.37
20200807,5328,6,331,8745147,5.06
20200807,5328,7,149,5425822,3.14
20200807,5328,8,103,4796220,2.77
20200807,5328,9,153,11189547,6.47
20200807,5328,10,47,6612005,3.82
20200807,5328,11,13,3541599,2.05
20200807,5328,12,4,2150312,1.24
20200807,5328,13,4,2571023,1.48
20200807,5328,14,3,2734539,1.58
20200807,5328,15,11,74702108,43.25
20200807,5328,16,0,0,0.00
20200807,5328,17,30880,172710724,100.00
20200807,5336,1,2676,648885,27.74
20200807,5336,2,320,650168,27.79
20200807,5336,3,37,279118,11.93
20200807,5336,4,13,161394,6.90
20200807,5336,5,12,216354,9.25
20200807,5336,6,3,77687,3.32
20200807,5336,7,1,30206,1.29
20200807,5336,8,1,44245,1.89
20200807,5336,9,2,104693,4.47
20200807,5336,10,1,126000,5.38
20200807,5336,11,0,0,0.00
20200807,5336,12,0,0,0.00
20200807,5336,13,0,0,0.00
20200807,5336,14,0,0,0.00
20200807,5336,15,0,0,0.00
20200807,5336,16,0,0,0.00
20200807,5336,17,3066,2338750,100.00
20200807,5340,1,3330,364908,0.18
20200807,5340,2,4275,9054584,4.64
20200807,5340,3,756,5996793,3.07
20200807,5340,4,247,3109765,1.59
20200807,5340,5,206,3794411,1.94
20200807,5340,6,184,4747454,2.43
20200807,5340,7,79,2822121,1.44
20200807,5340,8,56,2577519,1.32
20200807,5340,9,140,9822735,5.04
20200807,5340,10,64,9218004,4.72
20200807,5340,11,32,9181527,4.71
20200807,5340,12,12,5962044,3.05
20200807,5340,13,12,8562663,4.39
20200807,5340,14,5,4588621,2.35
20200807,5340,15,12,115090815,59.05
20200807,5340,16,0,0,0.00
20200807,5340,17,9410,194893964,100.00
20200807,5344,1,4585,1128453,1.42
20200807,5344,2,1642,3318442,4.17
20200807,5344,3,244,1998992,2.51
20200807,5344,4,78,977031,1.22
20200807,5344,5,58,1074718,1.35
20200807,5344,6,51,1278927,1.60
20200807,5344,7,19,673214,0.84
20200807,5344,8,22,1032812,1.29
20200807,5344,9,36,2750848,3.46
20200807,5344,10,10,1359839,1.71
20200807,5344,11,6,1678751,2.11
20200807,5344,12,3,1571068,1.97
20200807,5344,13,0,0,0.00
20200807,5344,14,0,0,0.00
20200807,5344,15,5,60604365,76.28
20200807,5344,16,0,0,0.00
20200807,5344,17,6759,79447460,100.00
20200807,5345,1,7674,1255156,2.78
20200807,5345,2,1443,3040703,6.75
20200807,5345,3,275,1922158,4.27
20200807,5345,4,104,1297774,2.88
20200807,5345,5,34,602043,1.33
20200807,5345,6,37,923904,2.05
20200807,5345,7,19,656385,1.45
20200807,5345,8,15,683793,1.51
20200807,5345,9,22,1480024,3.28
20200807,5345,10,17,2371438,5.26
20200807,5345,11,7,1900422,4.22
20200807,5345,12,5,2651229,5.89
20200807,5345,13,6,4206008,9.34
20200807,5345,14,3,2727795,6.06
20200807,5345,15,2,19281168,42.84
20200807,5345,16,0,0,0.00
20200807,5345,17,9663,45000000,100.00
20200807,5346,1,129510,45343464,1.42
20200807,5346,2,84161,199679984,6.29
20200807,5346,3,23065,160345502,5.05
20200807,5346,4,9674,117195237,3.69
20200807,5346,5,5080,88535075,2.79
20200807,5346,6,5092,125542790,3.95
20200807,5346,7,2885,100912524,3.18
20200807,5346,8,1518,67728180,2.13
20200807,5346,9,3706,254388040,8.02
20200807,5346,10,2031,283938860,8.95
20200807,5346,11,1045,293697726,9.26
20200807,5346,12,365,178182191,5.61
20200807,5346,13,171,117425193,3.70
20200807,5346,14,95,84534585,2.66
20200807,5346,15,297,1053491949,33.22
20200807,5346,16,0,0,0.00
20200807,5346,17,268695,3170941300,100.00
20200807,5347,1,15235,4105221,0.25
20200807,5347,2,23053,42073876,2.56
20200807,5347,3,2135,15798318,0.96
20200807,5347,4,576,7081154,0.43
20200807,5347,5,336,6154243,0.37
20200807,5347,6,245,6160600,0.37
20200807,5347,7,143,5062455,0.30
20200807,5347,8,84,3831084,0.23
20200807,5347,9,181,12933485,0.78
20200807,5347,10,128,17656232,1.07
20200807,5347,11,106,29474622,1.79
20200807,5347,12,46,22151524,1.35
20200807,5347,13,26,18255517,1.11
20200807,5347,14,16,14338737,0.87
20200807,5347,15,130,1433905199,87.48
20200807,5347,16,0,0,0.00
20200807,5347,17,42440,1638982267,100.00
20200807,5348,1,1461,157762,0.60
20200807,5348,2,503,1120266,4.31
20200807,5348,3,85,709498,2.73
20200807,5348,4,29,373358,1.43
20200807,5348,5,16,296755,1.14
20200807,5348,6,30,774141,2.98
20200807,5348,7,14,485181,1.86
20200807,5348,8,7,323304,1.24
20200807,5348,9,23,1788067,6.89
20200807,5348,10,10,1485437,5.72
20200807,5348,11,5,1643684,6.33
20200807,5348,12,2,1116005,4.30
20200807,5348,13,2,1394819,5.37
20200807,5348,14,2,1919659,7.39
20200807,5348,15,5,12362374,47.63
20200807,5348,16,0,0,0.00
20200807,5348,17,2194,25950310,100.00
20200807,5349,1,3130,631206,0.28
20200807,5349,2,8246,18363977,8.19
20200807,5349,3,1408,11568536,5.16
20200807,5349,4,398,5201482,2.32
20200807,5349,5,270,5131692,2.28
20200807,5349,6,215,5675078,2.53
20200807,5349,7,98,3588408,1.60
20200807,5349,8,53,2517808,1.12
20200807,5349,9,140,10028404,4.47
20200807,5349,10,53,7373518,3.29
20200807,5349,11,25,7218804,3.22
20200807,5349,12,8,3837051,1.71
20200807,5349,13,5,3616292,1.61
20200807,5349,14,4,3538570,1.57
20200807,5349,15,18,135805547,60.60
20200807,5349,16,0,0,0.00
20200807,5349,17,14071,224096373,100.00
20200807,5351,1,32285,2911579,0.66
20200807,5351,2,19628,45075733,10.35
20200807,5351,3,4930,38139955,8.76
20200807,5351,4,1821,22544201,5.17
20200807,5351,5,1085,20087263,4.61
20200807,5351,6,1038,26287423,6.03
20200807,5351,7,464,16702004,3.83
20200807,5351,8,316,14743720,3.38
20200807,5351,9,557,40192567,9.23
20200807,5351,10,254,35831638,8.23
20200807,5351,11,114,31121609,7.15
20200807,5351,12,29,14308005,3.28
20200807,5351,13,18,12022501,2.76
20200807,5351,14,8,7310031,1.67
20200807,5351,15,24,107961608,24.80
20200807,5351,16,0,0,0.00
20200807,5351,17,62571,435239837,100.00
20200807,5353,1,2942,883933,1.17
20200807,5353,2,2273,4942843,6.59
20200807,5353,3,371,2930422,3.90
20200807,5353,4,147,1870949,2.49
20200807,5353,5,76,1347820,1.79
20200807,5353,6,86,2146606,2.86
20200807,5353,7,34,1181897,1.57
20200807,5353,8,27,1253040,1.67
20200807,5353,9,55,3826636,5.10
20200807,5353,10,31,4353264,5.80
20200807,5353,11,27,7228364,9.63
20200807,5353,12,12,6248260,8.33
20200807,5353,13,6,3887005,5.18
20200807,5353,14,3,2782101,3.70
20200807,5353,15,11,30116860,40.15
20200807,5353,16,0,0,0.00
20200807,5353,17,6101,75000000,100.00
20200807,5355,1,11577,116770,0.07
20200807,5355,2,2568,6389469,3.84
20200807,5355,3,713,6082455,3.66
20200807,5355,4,221,2944054,1.77
20200807,5355,5,238,4497635,2.70
20200807,5355,6,213,5630789,3.38
20200807,5355,7,108,3938846,2.37
